name,opening_hours,amenity,tourism,shop,healthcare,leisure,sport,craft,building,geometry
Vileda Canada - Household Cleaning Products,Mo-Fri 08:00 - 16:30,,,houseware,,,,,,POINT (-73.71435200000001 45.5740864)
Centre Dentaire de Brossard,Mon-Tues 08:00 - 20:00 / Wed-Thurs 08:00 - 18:00 / Friday 08:00 - 14:00,dentist,,,dentist,,,,,POINT (-73.47507969999999 45.4740766)
Chez Tommy,24/7 closed,restaurant,,,,,,,,POINT (-73.52634380000001 45.507883)
Vintage Parc,Tu-Sa 13:00-19:00,,,furniture,,,,,,POINT (-73.59367090000001 45.518513)
Construction Daniel Maréchal,Monday to Friday: 7:00 AM - 4:00 PM,,,,,,,construction,,POINT (-73.49036340000001 45.3812645)
Medporium Solutions Inc.,"Mo-Fr 08:00-17:00; Sa, Su off",,,medical_supply,,,,,,POINT (-73.6166478 45.4334561)
Mario Dumont Arpenteur Géomètre INC.,Mo-Fr 08:00-17:00,,,,,,,,,POINT (-73.3426635 45.5916558)
Martin Rooseboom Vélo,"Ma-We 10:00-18:00, Th-Fr 10:00-21:00, Sa 10:00-17:00",,,bicycle,,,,,,POINT (-73.5511154 45.535439)
Riel Regimbald Architectes,Mo-Fr 09:00-17:00,,,,,,,,,POINT (-73.5850445 45.4698999)
StarBuck,Mo-Fr 05:30-23:00; Sa-Su 06:30-23:00,cafe,,,,,,,,POINT (-73.793144 45.5583456)
Walmart Supercenter,Mo-Fr 08:00-21:00; Sa-Su 08:00-17:00,,,supermarket,,,,,,POINT (-73.9125615 45.6775395)
Scotiabank,"Mon-Tues 09:30-17:00, Wed-Thurs 09:30-20:00, Fri 09:30-17:00, Sat 09:30-15:00, Sun Closed",bank,,,,,,,,POINT (-73.911507 45.6798457)
Mayrand Entrepot d Alimentation,Mo-Sa 07:00-18:00; Su 09:00-17:00,,,department_store,,,,,,POINT (-73.5772869 45.6108457)
Loam,We-Su 11:30-22:00,restaurant,,,,,,,,POINT (-73.5523529 45.5102119)
Pavillon du Lac aux Castors,"Mo-Th,Su 08:30-21:00; Fr,Sa 08:30-22:00",,,,,,,,yes,"LINESTRING (-73.5991813 45.4982686, -73.5989792 45.4983408, -73.5991612 45.4985909, -73.59934250000001 45.4985261, -73.599318 45.4984925, -73.5994111 45.4984592, -73.5992846 45.4982854, -73.5992124 45.4983112, -73.5991813 45.4982686)"
parc du Souvenir,Mo-Su 07:00-21:00,,,,,park,,,,"LINESTRING (-73.5727921 45.4594897, -73.5728514 45.4586837, -73.5717415 45.4586086, -73.57171390000001 45.4591194, -73.5718364 45.4591579, -73.5722275 45.4591659, -73.57221920000001 45.459367, -73.5722114 45.459447, -73.5727921 45.4594897)"
Centre Eaton,Mo-Fr 10:00-21:00; Sa 10:00-18:00; Su 11:00-17:00,food_court,,,,,,,retail,"LINESTRING (-73.57045359999999 45.5027066, -73.57069439999999 45.5024511, -73.5708432 45.5022932, -73.5708578 45.5022999, -73.57104080000001 45.5023792, -73.5710606 45.5023586, -73.5711283 45.5023905, -73.5709746 45.5025526, -73.5713858 45.5027429, -73.5714732 45.5027834, -73.5712109 45.5030853, -73.57045359999999 45.5027066)"
Musée d'Art Contemporain (MAC),"We-Fr 11:00-21:00; Tu,Sa-Su 11:00-18:00",,museum,,,,,,yes,"LINESTRING (-73.5663553 45.5073842, -73.56781580000001 45.5080704, -73.5676898 45.5082081, -73.56742130000001 45.5080914, -73.56737699999999 45.5081407, -73.56733749999999 45.5081245, -73.56730570000001 45.5081608, -73.567159 45.5080969, -73.5671194 45.5081401, -73.5670501 45.5081035, -73.5669578 45.5080923, -73.5668285 45.508065, -73.5666603 45.5080126, -73.5665649 45.5079653, -73.5664822 45.5079201, -73.56633530000001 45.5078086, -73.56640229999999 45.5077391, -73.56632949999999 45.5077072, -73.5663516 45.5076853, -73.56631299999999 45.5076631, -73.5663753 45.5076019, -73.5662811 45.5075593, -73.5663337 45.5074948, -73.5662811 45.5074702, -73.5663553 45.5073842)"
Marché Jean Talon,Mo-We 07:00-18:00; Th-Fr 07:00-20:00; Sa 07:00-18:00; Su 07:00-17:00,marketplace,,,,,,,,"LINESTRING (-73.6166971 45.5357197, -73.6154794 45.5370093, -73.6134495 45.5361172, -73.61465990000001 45.5348035, -73.6166971 45.5357197)"
BANQ,Tu-Fr 10:00-22:00; Sa-Su 10:00-18:00,library,,,,,,,library,"LINESTRING (-73.5616649 45.5148653, -73.5629064 45.5154599, -73.5632245 45.5156123, -73.5631901 45.5157326, -73.5630209 45.5159175, -73.5629649 45.5159751, -73.56262479999999 45.5158558, -73.5625648 45.515831, -73.56217460000001 45.5156349, -73.5616021 45.5153202, -73.5616227 45.5152967, -73.56165319999999 45.515262, -73.5618115 45.5150816, -73.5616897 45.5149983, -73.5616012 45.5149378, -73.5616649 45.5148653)"
Mail Champlain,"Mo,Tu 10:00-18:00; We-Fr 10:00-21:00; Sa 09:00-17:00; Su 10:00-17:00",,,mall,,,,,yes,"LINESTRING (-73.473225 45.4728953, -73.47287249999999 45.4726442, -73.4726843 45.4725101, -73.4724097 45.4726907, -73.4722723 45.4726184, -73.4723067 45.4725643, -73.4723753 45.4723235, -73.47206009999999 45.4721025, -73.4720406 45.4720888, -73.4720492 45.4719865, -73.4718518 45.471842, -73.47190329999999 45.4717216, -73.4719376 45.4717397, -73.4720492 45.4716494, -73.472032 45.4716253, -73.47212639999999 45.4715651, -73.47218650000001 45.4715651, -73.472238 45.4715049, -73.4722723 45.471523, -73.472296 45.471504, -73.4723324 45.4714748, -73.472341 45.4714448, -73.4728045 45.4711498, -73.4728045 45.4710595, -73.4728903 45.4710054, -73.473023 45.4710054, -73.47313920000001 45.4710054, -73.4732422 45.4709331, -73.47335219999999 45.470856, -73.4735941 45.4706864, -73.4736113 45.4705118, -73.47338019999999 45.4703474, -73.47301899999999 45.4700905, -73.47277010000001 45.4700844, -73.4726757 45.4701507, -73.4726551 45.4701668, -73.4723753 45.4703854, -73.472302 45.4704364, -73.4721607 45.4704396, -73.4719633 45.4704275, -73.4719118 45.4704456, -73.4718841 45.4704035, -73.4718603 45.4703673, -73.4718689 45.4700784, -73.4714153 45.4700603, -73.4703583 45.4700182, -73.4703497 45.4699219, -73.47013509999999 45.46994, -73.4701266 45.4702951, -73.4701266 45.4703854, -73.4701104 45.470664, -73.4701094 45.4706803, -73.4698862 45.4706623, -73.46978319999999 45.4707586, -73.46978319999999 45.4708128, -73.4696802 45.4708248, -73.46961159999999 45.4708429, -73.46954289999999 45.470879, -73.4695 45.4712401, -73.46992059999999 45.4712642, -73.46990340000001 45.4715712, -73.46997210000001 45.4715832, -73.4700751 45.4715049, -73.4704012 45.4717517, -73.4703375 45.4718013, -73.4702467 45.4718721, -73.4702296 45.4719564, -73.47043770000001 45.4721205, -73.47050419999999 45.472173, -73.4704184 45.4722573, -73.4705385 45.4723657, -73.4705214 45.4724018, -73.4708389 45.4726425, -73.47117369999999 45.4725101, -73.47121660000001 45.4725462, -73.4711308 45.4726124, -73.47129390000001 45.4727328, -73.471208 45.4729194, -73.4714827 45.473106, -73.47151700000001 45.4730939, -73.47151700000001 45.47313, -73.47159430000001 45.4731842, -73.4716458 45.4732143, -73.4716114 45.4732504, -73.47189849999999 45.4734517, -73.4721522 45.4736296, -73.4729482 45.4730847, -73.473225 45.4728953)"
Pharmaprix,Mo-Su 08:00-22:00,pharmacy,,,pharmacy,,,,retail,"LINESTRING (-73.47130749999999 45.4476566, -73.47114089999999 45.4479359, -73.47162470000001 45.4480779, -73.47179130000001 45.4477986, -73.47130749999999 45.4476566)"
Metro Plus Marché Collin,8:00-23:00,,,supermarket,,,,,yes,"LINESTRING (-73.46798680000001 45.4563868, -73.4677722 45.4569045, -73.4675405 45.4569045, -73.46757479999999 45.4568263, -73.46709420000001 45.4567179, -73.4671858 45.4564812, -73.46728299999999 45.4562302, -73.46798680000001 45.4563868)"
Centre Vétérinaire Rive-Sud,24/7,veterinary,,,,,,,yes,"LINESTRING (-73.4642472 45.4587037, -73.46423 45.4584568, -73.4638238 45.4584506, -73.4638228 45.4584966, -73.4634873 45.458518, -73.4635262 45.4588963, -73.4636635 45.4588963, -73.4636635 45.4587338, -73.4642472 45.4587037)"
Place Versailles,Mo-Fr 09:30-21:00; Sa 09:00-17:00; Su 10:00-17:00,,,mall,,,,,yes,"LINESTRING (-73.53939440000001 45.5901944, -73.54255329999999 45.5911374, -73.5423433 45.591482, -73.5435325 45.591837, -73.5436644 45.5916206, -73.5441009 45.5917509, -73.5438096 45.5922285, -73.54393159999999 45.5922649, -73.54403840000001 45.5920898, -73.54450319999999 45.5922286, -73.5445984 45.5920725, -73.5448703 45.5921537, -73.5442615 45.5931512, -73.5434212 45.5929, -73.5432414 45.5931947, -73.54240950000001 45.5929461, -73.5425226 45.5927609, -73.5426861 45.5928097, -73.5429594 45.5923619, -73.542581 45.5922488, -73.54213489999999 45.5929797, -73.542248 45.5930135, -73.54192310000001 45.593546, -73.54107809999999 45.5932936, -73.540997 45.5934266, -73.5407041 45.5933391, -73.5409848 45.5928789, -73.54053039999999 45.5927432, -73.5412391 45.5915811, -73.5405327 45.5913701, -73.5406028 45.5912551, -73.5399024 45.5910459, -73.53983169999999 45.5911619, -73.5389627 45.5909025, -73.53939440000001 45.5901944)"
Service Canada,Mo-Fr 08:30-16:00,,,,,,,,public,"LINESTRING (-73.4644988 45.4687221, -73.4642016 45.4688771, -73.464163 45.4688729, -73.46413 45.4688862, -73.4641061 45.4688676, -73.4640744 45.4688716, -73.4638667 45.4686864, -73.46387989999999 45.4686718, -73.46387060000001 45.4686467, -73.46388520000001 45.4686308, -73.4638812 45.4686136, -73.4642027 45.4684429, -73.4642265 45.4684548, -73.4642649 45.468439, -73.4642874 45.4684548, -73.46432969999999 45.4684469, -73.46434859999999 45.468469, -73.4644667 45.4685828, -73.46451500000001 45.4686321, -73.4645044 45.468652, -73.4645256 45.4686758, -73.4644965 45.468693, -73.4644988 45.4687221)"
CHSLD Légaré,24/7,social_facility,,,,,,,yes,"LINESTRING (-73.6357379 45.558988, -73.6349901 45.5586688, -73.6352184 45.5584067, -73.6354606 45.5585101, -73.63539230000001 45.5585885, -73.6356004 45.5586774, -73.63571899999999 45.5585411, -73.6358803 45.55861, -73.6357173 45.5587971, -73.6358535 45.5588553, -73.6357379 45.558988)"
The Home Depot,Mo-Fr 08:00-21:00; Sa-Su 08:00-17:00,,,doityourself,,,,,yes,"LINESTRING (-73.66455120000001 45.5379462, -73.66332 45.5377205, -73.6637296 45.5366243, -73.6649608 45.53685, -73.66455120000001 45.5379462)"
Harvey's,"Su-Th 10:00-23:00; Fr,Sa 10:00-24:00",fast_food,,,,,,,yes,"LINESTRING (-73.4426134 45.4377765, -73.4423994 45.4377044, -73.44231259999999 45.4378312, -73.4425265 45.4379033, -73.44260389999999 45.4377903, -73.4426134 45.4377765)"
Costco,Mo-Fr 10:00-20:00; Sa 09:00-18:00; Su 10:00-17:00,,,wholesale,,,,,yes,"LINESTRING (-73.4068494 45.5774102, -73.4057772 45.5784172, -73.40522230000001 45.5781188, -73.4052741 45.5780667, -73.4053536 45.577997, -73.40487829999999 45.5777494, -73.4055141 45.5771447, -73.4054386 45.5771027, -73.4056386 45.5769112, -73.40570270000001 45.5769049, -73.40569979999999 45.5768852, -73.40577159999999 45.5768794, -73.4058579 45.5768713, -73.4058608 45.5768868, -73.4059216 45.5768816, -73.4060769 45.5769679, -73.4061055 45.5769428, -73.4063645 45.5770765, -73.4064075 45.5770987, -73.40644899999999 45.5771188, -73.4064917 45.5771394, -73.4065195 45.5771529, -73.4064589 45.5772139, -73.4068494 45.5774102)"
Super C,08:00-22:00,,,supermarket,,,,,yes,"LINESTRING (-73.4089762 45.5744778, -73.40857029999999 45.5747587, -73.4085578 45.5747476, -73.408529 45.5747667, -73.408518 45.5747582, -73.4084826 45.5747734, -73.4084641 45.5747813, -73.40844920000001 45.57479, -73.40843 45.5748012, -73.4083995 45.5748286, -73.4083852 45.5748443, -73.4083645 45.5748671, -73.4083748 45.5748754, -73.4083468 45.574895, -73.40836109999999 45.5749047, -73.40837569999999 45.5748953, -73.4089628 45.5752992, -73.4091804 45.5751437, -73.4092283 45.5751781, -73.40925489999999 45.5751973, -73.4093721 45.5751179, -73.4092945 45.5750637, -73.4095588 45.5748762, -73.4089762 45.5744778)"
Pavillon du Lac aux Castors,"Mo-Th,Su 08:30-21:00; Fr,Sa 08:30-22:00",,,,,,,,yes,"MULTIPOLYGON (((-73.5994111 45.4984592, -73.5992846 45.4982854, -73.5992124 45.4983112, -73.5991813 45.4982686, -73.5989792 45.4983408, -73.5991612 45.4985909, -73.59934250000001 45.4985261, -73.599318 45.4984925, -73.5994111 45.4984592)))"
parc du Souvenir,Mo-Su 07:00-21:00,,,,,park,,,,"MULTIPOLYGON (((-73.5728514 45.4586837, -73.5717415 45.4586086, -73.57171390000001 45.4591194, -73.5718364 45.4591579, -73.5722275 45.4591659, -73.57221920000001 45.459367, -73.5722114 45.459447, -73.5727921 45.4594897, -73.5728514 45.4586837)))"
Centre Eaton,Mo-Fr 10:00-21:00; Sa 10:00-18:00; Su 11:00-17:00,food_court,,,,,,,retail,"MULTIPOLYGON (((-73.5714732 45.5027834, -73.5713858 45.5027429, -73.5709746 45.5025526, -73.5711283 45.5023905, -73.5710606 45.5023586, -73.57104080000001 45.5023792, -73.5708578 45.5022999, -73.5708432 45.5022932, -73.57069439999999 45.5024511, -73.57045359999999 45.5027066, -73.5712109 45.5030853, -73.5714732 45.5027834)))"
Musée d'Art Contemporain (MAC),"We-Fr 11:00-21:00; Tu,Sa-Su 11:00-18:00",,museum,,,,,,yes,"MULTIPOLYGON (((-73.56781580000001 45.5080704, -73.5663553 45.5073842, -73.5662811 45.5074702, -73.5663337 45.5074948, -73.5662811 45.5075593, -73.5663753 45.5076019, -73.56631299999999 45.5076631, -73.5663516 45.5076853, -73.56632949999999 45.5077072, -73.56640229999999 45.5077391, -73.56633530000001 45.5078086, -73.5664822 45.5079201, -73.5665649 45.5079653, -73.5666603 45.5080126, -73.5668285 45.508065, -73.5669578 45.5080923, -73.5670501 45.5081035, -73.5671194 45.5081401, -73.567159 45.5080969, -73.56730570000001 45.5081608, -73.56733749999999 45.5081245, -73.56737699999999 45.5081407, -73.56742130000001 45.5080914, -73.5676898 45.5082081, -73.56781580000001 45.5080704)))"
Marché Jean Talon,Mo-We 07:00-18:00; Th-Fr 07:00-20:00; Sa 07:00-18:00; Su 07:00-17:00,marketplace,,,,,,,,"MULTIPOLYGON (((-73.6166971 45.5357197, -73.61465990000001 45.5348035, -73.6134495 45.5361172, -73.6154794 45.5370093, -73.6166971 45.5357197)))"
BANQ,Tu-Fr 10:00-22:00; Sa-Su 10:00-18:00,library,,,,,,,library,"MULTIPOLYGON (((-73.5632245 45.5156123, -73.5629064 45.5154599, -73.5616649 45.5148653, -73.5616012 45.5149378, -73.5616897 45.5149983, -73.5618115 45.5150816, -73.56165319999999 45.515262, -73.5616227 45.5152967, -73.5616021 45.5153202, -73.56217460000001 45.5156349, -73.5625648 45.515831, -73.56262479999999 45.5158558, -73.5629649 45.5159751, -73.5630209 45.5159175, -73.5631901 45.5157326, -73.5632245 45.5156123)))"
Mail Champlain,"Mo,Tu 10:00-18:00; We-Fr 10:00-21:00; Sa 09:00-17:00; Su 10:00-17:00",,,mall,,,,,yes,"MULTIPOLYGON (((-73.4736113 45.4705118, -73.47338019999999 45.4703474, -73.47301899999999 45.4700905, -73.47277010000001 45.4700844, -73.4726757 45.4701507, -73.4726551 45.4701668, -73.4723753 45.4703854, -73.472302 45.4704364, -73.4721607 45.4704396, -73.4719633 45.4704275, -73.4719118 45.4704456, -73.4718841 45.4704035, -73.4718603 45.4703673, -73.4718689 45.4700784, -73.4714153 45.4700603, -73.4703583 45.4700182, -73.4703497 45.4699219, -73.47013509999999 45.46994, -73.4701266 45.4702951, -73.4701266 45.4703854, -73.4701104 45.470664, -73.4701094 45.4706803, -73.4698862 45.4706623, -73.46978319999999 45.4707586, -73.46978319999999 45.4708128, -73.4696802 45.4708248, -73.46961159999999 45.4708429, -73.46954289999999 45.470879, -73.4695 45.4712401, -73.46992059999999 45.4712642, -73.46990340000001 45.4715712, -73.46997210000001 45.4715832, -73.4700751 45.4715049, -73.4704012 45.4717517, -73.4703375 45.4718013, -73.4702467 45.4718721, -73.4702296 45.4719564, -73.47043770000001 45.4721205, -73.47050419999999 45.472173, -73.4704184 45.4722573, -73.4705385 45.4723657, -73.4705214 45.4724018, -73.4708389 45.4726425, -73.47117369999999 45.4725101, -73.47121660000001 45.4725462, -73.4711308 45.4726124, -73.47129390000001 45.4727328, -73.471208 45.4729194, -73.4714827 45.473106, -73.47151700000001 45.4730939, -73.47151700000001 45.47313, -73.47159430000001 45.4731842, -73.4716458 45.4732143, -73.4716114 45.4732504, -73.47189849999999 45.4734517, -73.4721522 45.4736296, -73.4729482 45.4730847, -73.473225 45.4728953, -73.47287249999999 45.4726442, -73.4726843 45.4725101, -73.4724097 45.4726907, -73.4722723 45.4726184, -73.4723067 45.4725643, -73.4723753 45.4723235, -73.47206009999999 45.4721025, -73.4720406 45.4720888, -73.4720492 45.4719865, -73.4718518 45.471842, -73.47190329999999 45.4717216, -73.4719376 45.4717397, -73.4720492 45.4716494, -73.472032 45.4716253, -73.47212639999999 45.4715651, -73.47218650000001 45.4715651, -73.472238 45.4715049, -73.4722723 45.471523, -73.472296 45.471504, -73.4723324 45.4714748, -73.472341 45.4714448, -73.4728045 45.4711498, -73.4728045 45.4710595, -73.4728903 45.4710054, -73.473023 45.4710054, -73.47313920000001 45.4710054, -73.4732422 45.4709331, -73.47335219999999 45.470856, -73.4735941 45.4706864, -73.4736113 45.4705118)))"
Pharmaprix,Mo-Su 08:00-22:00,pharmacy,,,pharmacy,,,,retail,"MULTIPOLYGON (((-73.47179130000001 45.4477986, -73.47130749999999 45.4476566, -73.47114089999999 45.4479359, -73.47162470000001 45.4480779, -73.47179130000001 45.4477986)))"
Metro Plus Marché Collin,8:00-23:00,,,supermarket,,,,,yes,"MULTIPOLYGON (((-73.46798680000001 45.4563868, -73.46728299999999 45.4562302, -73.4671858 45.4564812, -73.46709420000001 45.4567179, -73.46757479999999 45.4568263, -73.4675405 45.4569045, -73.4677722 45.4569045, -73.46798680000001 45.4563868)))"
Centre Vétérinaire Rive-Sud,24/7,veterinary,,,,,,,yes,"MULTIPOLYGON (((-73.4642472 45.4587037, -73.46423 45.4584568, -73.4638238 45.4584506, -73.4638228 45.4584966, -73.4634873 45.458518, -73.4635262 45.4588963, -73.4636635 45.4588963, -73.4636635 45.4587338, -73.4642472 45.4587037)))"
Place Versailles,Mo-Fr 09:30-21:00; Sa 09:00-17:00; Su 10:00-17:00,,,mall,,,,,yes,"MULTIPOLYGON (((-73.5448703 45.5921537, -73.5445984 45.5920725, -73.54450319999999 45.5922286, -73.54403840000001 45.5920898, -73.54393159999999 45.5922649, -73.5438096 45.5922285, -73.5441009 45.5917509, -73.5436644 45.5916206, -73.5435325 45.591837, -73.5423433 45.591482, -73.54255329999999 45.5911374, -73.53939440000001 45.5901944, -73.5389627 45.5909025, -73.53983169999999 45.5911619, -73.5399024 45.5910459, -73.5406028 45.5912551, -73.5405327 45.5913701, -73.5412391 45.5915811, -73.54053039999999 45.5927432, -73.5409848 45.5928789, -73.5407041 45.5933391, -73.540997 45.5934266, -73.54107809999999 45.5932936, -73.54192310000001 45.593546, -73.542248 45.5930135, -73.54213489999999 45.5929797, -73.542581 45.5922488, -73.5429594 45.5923619, -73.5426861 45.5928097, -73.5425226 45.5927609, -73.54240950000001 45.5929461, -73.5432414 45.5931947, -73.5434212 45.5929, -73.5442615 45.5931512, -73.5448703 45.5921537)))"
Service Canada,Mo-Fr 08:30-16:00,,,,,,,,public,"MULTIPOLYGON (((-73.4645256 45.4686758, -73.4645044 45.468652, -73.46451500000001 45.4686321, -73.4644667 45.4685828, -73.46434859999999 45.468469, -73.46432969999999 45.4684469, -73.4642874 45.4684548, -73.4642649 45.468439, -73.4642265 45.4684548, -73.4642027 45.4684429, -73.4638812 45.4686136, -73.46388520000001 45.4686308, -73.46387060000001 45.4686467, -73.46387989999999 45.4686718, -73.4638667 45.4686864, -73.4640744 45.4688716, -73.4641061 45.4688676, -73.46413 45.4688862, -73.464163 45.4688729, -73.4642016 45.4688771, -73.4644988 45.4687221, -73.4644965 45.468693, -73.4645256 45.4686758)))"
CHSLD Légaré,24/7,social_facility,,,,,,,yes,"MULTIPOLYGON (((-73.6358803 45.55861, -73.63571899999999 45.5585411, -73.6356004 45.5586774, -73.63539230000001 45.5585885, -73.6354606 45.5585101, -73.6352184 45.5584067, -73.6349901 45.5586688, -73.6357379 45.558988, -73.6358535 45.5588553, -73.6357173 45.5587971, -73.6358803 45.55861)))"
The Home Depot,Mo-Fr 08:00-21:00; Sa-Su 08:00-17:00,,,doityourself,,,,,yes,"MULTIPOLYGON (((-73.6649608 45.53685, -73.6637296 45.5366243, -73.66332 45.5377205, -73.66455120000001 45.5379462, -73.6649608 45.53685)))"
Harvey's,"Su-Th 10:00-23:00; Fr,Sa 10:00-24:00",fast_food,,,,,,,yes,"MULTIPOLYGON (((-73.4426134 45.4377765, -73.4423994 45.4377044, -73.44231259999999 45.4378312, -73.4425265 45.4379033, -73.44260389999999 45.4377903, -73.4426134 45.4377765)))"
Costco,Mo-Fr 10:00-20:00; Sa 09:00-18:00; Su 10:00-17:00,,,wholesale,,,,,yes,"MULTIPOLYGON (((-73.4068494 45.5774102, -73.4064589 45.5772139, -73.4065195 45.5771529, -73.4064917 45.5771394, -73.40644899999999 45.5771188, -73.4064075 45.5770987, -73.4063645 45.5770765, -73.4061055 45.5769428, -73.4060769 45.5769679, -73.4059216 45.5768816, -73.4058608 45.5768868, -73.4058579 45.5768713, -73.40577159999999 45.5768794, -73.40569979999999 45.5768852, -73.40570270000001 45.5769049, -73.4056386 45.5769112, -73.4054386 45.5771027, -73.4055141 45.5771447, -73.40487829999999 45.5777494, -73.4053536 45.577997, -73.4052741 45.5780667, -73.40522230000001 45.5781188, -73.4057772 45.5784172, -73.4068494 45.5774102)))"
Super C,08:00-22:00,,,supermarket,,,,,yes,"MULTIPOLYGON (((-73.4095588 45.5748762, -73.4089762 45.5744778, -73.40857029999999 45.5747587, -73.4085578 45.5747476, -73.408529 45.5747667, -73.408518 45.5747582, -73.4084826 45.5747734, -73.4084641 45.5747813, -73.40844920000001 45.57479, -73.40843 45.5748012, -73.4083995 45.5748286, -73.4083852 45.5748443, -73.4083645 45.5748671, -73.4083748 45.5748754, -73.4083468 45.574895, -73.40836109999999 45.5749047, -73.40837569999999 45.5748953, -73.4089628 45.5752992, -73.4091804 45.5751437, -73.4092283 45.5751781, -73.40925489999999 45.5751973, -73.4093721 45.5751179, -73.4092945 45.5750637, -73.4095588 45.5748762)))"
Costco,Mo-Fr 10:00-20:30;Sa 09:00-18:00;Su 10:00-17:00,,,wholesale,,,,,retail,"LINESTRING (-73.5544087 45.4854315, -73.5543984 45.4854903, -73.55455480000001 45.4855038, -73.5545382 45.4855987, -73.55443150000001 45.4855894, -73.5544234 45.4856352, -73.5543673 45.4856303, -73.5543358 45.485809, -73.55425150000001 45.4862891, -73.554148 45.4862801, -73.55396090000001 45.4862641, -73.55393960000001 45.4862407, -73.55382059999999 45.4862302, -73.5538372 45.4861386, -73.5531209 45.4860749, -73.55311620000001 45.4861006, -73.55340320000001 45.4861261, -73.5533922 45.486187, -73.5526904 45.4861247, -73.55262089999999 45.4860662, -73.55255200000001 45.4860083, -73.55264680000001 45.4855011, -73.5527269 45.4855084, -73.55268940000001 45.4857093, -73.5527245 45.4857125, -73.5528044 45.4852843, -73.5544087 45.4854315)"
L'Arsenal,We-Fr 10:00-18:00; Sa-Su 10:00-17:00; Tu 10:00-21:00,,museum,,,,,,yes,"LINESTRING (-73.5688956 45.4847887, -73.5697005 45.4854405, -73.56967229999999 45.4854574, -73.5694603 45.4855848, -73.56938390000001 45.4855302, -73.56921029999999 45.4856377, -73.5690329 45.4854908, -73.56861170000001 45.4857314, -73.56802519999999 45.4852371, -73.5688956 45.4847887)"
Dollarama,Mo-Su 09:00-21:00,,,general,,,,,yes,"LINESTRING (-73.7377651 45.3204119, -73.7387489 45.3206811, -73.7386135 45.3209292, -73.7376338 45.3206516, -73.7377651 45.3204119)"
Petit et Toussi Notaires,Mo-Fr 09:00-17:00,,,,,,,,yes,"LINESTRING (-73.82583579999999 45.4619588, -73.8257952 45.4622379, -73.82535540000001 45.4622064, -73.82539610000001 45.4619272, -73.82583579999999 45.4619588)"
Costco,Mo-Fr 10:00-20:30;Sa 09:00-18:00;Su 10:00-17:00,,,wholesale,,,,,retail,"MULTIPOLYGON (((-73.55455480000001 45.4855038, -73.5543984 45.4854903, -73.5544087 45.4854315, -73.5528044 45.4852843, -73.5527245 45.4857125, -73.55268940000001 45.4857093, -73.5527269 45.4855084, -73.55264680000001 45.4855011, -73.55255200000001 45.4860083, -73.55262089999999 45.4860662, -73.5526904 45.4861247, -73.5533922 45.486187, -73.55340320000001 45.4861261, -73.55311620000001 45.4861006, -73.5531209 45.4860749, -73.5538372 45.4861386, -73.55382059999999 45.4862302, -73.55393960000001 45.4862407, -73.55396090000001 45.4862641, -73.554148 45.4862801, -73.55425150000001 45.4862891, -73.5543358 45.485809, -73.5543673 45.4856303, -73.5544234 45.4856352, -73.55443150000001 45.4855894, -73.5545382 45.4855987, -73.55455480000001 45.4855038)))"
L'Arsenal,We-Fr 10:00-18:00; Sa-Su 10:00-17:00; Tu 10:00-21:00,,museum,,,,,,yes,"MULTIPOLYGON (((-73.5697005 45.4854405, -73.5688956 45.4847887, -73.56802519999999 45.4852371, -73.56861170000001 45.4857314, -73.5690329 45.4854908, -73.56921029999999 45.4856377, -73.56938390000001 45.4855302, -73.5694603 45.4855848, -73.56967229999999 45.4854574, -73.5697005 45.4854405)))"
Dollarama,Mo-Su 09:00-21:00,,,general,,,,,yes,"MULTIPOLYGON (((-73.7387489 45.3206811, -73.7377651 45.3204119, -73.7376338 45.3206516, -73.7386135 45.3209292, -73.7387489 45.3206811)))"
Petit et Toussi Notaires,Mo-Fr 09:00-17:00,,,,,,,,yes,"MULTIPOLYGON (((-73.82583579999999 45.4619588, -73.82539610000001 45.4619272, -73.82535540000001 45.4622064, -73.8257952 45.4622379, -73.82583579999999 45.4619588)))"
IKEA,Mo-Fr 10:00-21:00;Sa-Su 09:00-17:00,,,furniture,,,,,yes,"LINESTRING (-73.690241 45.4907403, -73.6907132 45.4910095, -73.691213 45.4913287, -73.6914642 45.4914891, -73.6920444 45.4918597, -73.6922763 45.4920078, -73.69261109999999 45.4922216, -73.69285619999999 45.4923781, -73.692502 45.4926506, -73.6924832 45.4926651, -73.6925403 45.4927015, -73.6921174 45.4930269, -73.6920702 45.4929968, -73.6920223 45.4930337, -73.6917943 45.4928881, -73.6917681 45.4929083, -73.6916434 45.4928287, -73.69159569999999 45.4928653, -73.6912787 45.4926629, -73.691185 45.492735, -73.6892501 45.4914994, -73.690241 45.4907403)"
